driver_id,first_name,last_name,nationality,dob,url
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
courage,Piers,Courage,British,1942-05-27,http://en.wikipedia.org/wiki/Piers_Courage
adamich,Andrea,de Adamich,Italian,1941-10-03,http://en.wikipedia.org/wiki/Andrea_de_Adamich
elford,Vic,Elford,British,1935-06-10,http://en.wikipedia.org/wiki/Vic_Elford
gardner,Frank,Gardner,Australian,1930-10-01,http://en.wikipedia.org/wiki/Frank_Gardner_(driver)
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hahne,Hubert,Hahne,German,1935-03-28,http://en.wikipedia.org/wiki/Hubert_Hahne
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hobbs,David,Hobbs,British,1939-06-09,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver)
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
moser,Silvio,Moser,Swiss,1941-04-24,http://en.wikipedia.org/wiki/Silvio_Moser
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
pescarolo,Henri,Pescarolo,French,1942-09-25,http://en.wikipedia.org/wiki/Henri_Pescarolo
pretorius,Jackie,Pretorius,South African,1934-11-22,http://en.wikipedia.org/wiki/Jackie_Pretorius
redman,Brian,Redman,British,1937-03-09,http://en.wikipedia.org/wiki/Brian_Redman
rindt,Jochen,Rindt,Austrian,1942-04-18,http://en.wikipedia.org/wiki/Jochen_Rindt
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
attwood,Richard,Attwood,British,1940-04-04,http://en.wikipedia.org/wiki/Richard_Attwood
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
brack,Bill,Brack,Canadian,1935-12-26,http://en.wikipedia.org/wiki/Bill_Brack
cordts,John,Cordts,Canadian,1935-07-23,http://en.wikipedia.org/wiki/John_Cordts
courage,Piers,Courage,British,1942-05-27,http://en.wikipedia.org/wiki/Piers_Courage
klerk,Peter,de Klerk,South African,1935-03-16,http://en.wikipedia.org/wiki/Peter_de_Klerk
eaton,George,Eaton,Canadian,1945-11-12,http://en.wikipedia.org/wiki/George_Eaton
elford,Vic,Elford,British,1935-06-10,http://en.wikipedia.org/wiki/Vic_Elford
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
lovely,Pete,Lovely,American,1926-04-11,http://en.wikipedia.org/wiki/Pete_Lovely
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
miles,John,Miles,British,1943-06-14,http://en.wikipedia.org/wiki/John_Miles_(auto_racer)
moser,Silvio,Moser,Swiss,1941-04-24,http://en.wikipedia.org/wiki/Silvio_Moser
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
pease,Al,Pease,Canadian,1921-10-15,http://en.wikipedia.org/wiki/Al_Pease
rindt,Jochen,Rindt,Austrian,1942-04-18,http://en.wikipedia.org/wiki/Jochen_Rindt
rodriguez,Pedro,Rodríguez,Mexican,1940-01-18,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver)
gavin,Johnny,Servoz-Gavin,French,1942-01-18,http://en.wikipedia.org/wiki/Johnny_Servoz-Gavin
siffert,Jo,Siffert,Swiss,1936-07-07,http://en.wikipedia.org/wiki/Jo_Siffert
stewart,Jackie,Stewart,British,1939-06-11,http://en.wikipedia.org/wiki/Jackie_Stewart
surtees,John,Surtees,British,1934-02-11,http://en.wikipedia.org/wiki/John_Surtees
tingle,Sam,Tingle,Rhodesian,1921-08-24,http://en.wikipedia.org/wiki/Sam_Tingle
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
cevert,François,Cevert,French,1944-02-25,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
courage,Piers,Courage,British,1942-05-27,http://en.wikipedia.org/wiki/Piers_Courage
adamich,Andrea,de Adamich,Italian,1941-10-03,http://en.wikipedia.org/wiki/Andrea_de_Adamich
klerk,Peter,de Klerk,South African,1935-03-16,http://en.wikipedia.org/wiki/Peter_de_Klerk
eaton,George,Eaton,Canadian,1945-11-12,http://en.wikipedia.org/wiki/George_Eaton
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
galli,Nanni,Galli,Italian,1940-10-02,http://en.wikipedia.org/wiki/Nanni_Galli
gethin,Peter,Gethin,British,1940-02-21,http://en.wikipedia.org/wiki/Peter_Gethin
giunti,Ignazio,Giunti,Italian,1941-08-30,http://en.wikipedia.org/wiki/Ignazio_Giunti
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hahne,Hubert,Hahne,German,1935-03-28,http://en.wikipedia.org/wiki/Hubert_Hahne
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
hutchison,Gus,Hutchison,American,1937-04-26,http://en.wikipedia.org/wiki/Gus_Hutchison
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
lovely,Pete,Lovely,American,1926-04-11,http://en.wikipedia.org/wiki/Pete_Lovely
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
miles,John,Miles,British,1943-06-14,http://en.wikipedia.org/wiki/John_Miles_(auto_racer)
moser,Silvio,Moser,Swiss,1941-04-24,http://en.wikipedia.org/wiki/Silvio_Moser
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
pescarolo,Henri,Pescarolo,French,1942-09-25,http://en.wikipedia.org/wiki/Henri_Pescarolo
peterson,Ronnie,Peterson,Swedish,1944-02-14,http://en.wikipedia.org/wiki/Ronnie_Peterson
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
barber,Skip,Barber,American,1936-11-16,http://en.wikipedia.org/wiki/Skip_Barber
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
beuttler,Mike,Beuttler,British,1940-04-13,http://en.wikipedia.org/wiki/Mike_Beuttler
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
Cannoc,John,Cannon,Canadian,1933-06-21,http://en.wikipedia.org/wiki/John_Cannon_(auto_racer)
cevert,François,Cevert,French,1944-02-25,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
craft,Chris,Craft,British,1939-11-17,http://en.wikipedia.org/wiki/Chris_Craft_(racing_driver)
adamich,Andrea,de Adamich,Italian,1941-10-03,http://en.wikipedia.org/wiki/Andrea_de_Adamich
donohue,Mark,Donohue,American,1937-03-18,http://en.wikipedia.org/wiki/Mark_Donohue
eaton,George,Eaton,Canadian,1945-11-12,http://en.wikipedia.org/wiki/George_Eaton
elford,Vic,Elford,British,1935-06-10,http://en.wikipedia.org/wiki/Vic_Elford
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
galli,Nanni,Galli,Italian,1940-10-02,http://en.wikipedia.org/wiki/Nanni_Galli
ganley,Howden,Ganley,New Zealander,1941-12-24,http://en.wikipedia.org/wiki/Howden_Ganley
gethin,Peter,Gethin,British,1940-02-21,http://en.wikipedia.org/wiki/Peter_Gethin
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hobbs,David,Hobbs,British,1939-06-09,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver)
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jean,Max,Jean,French,1943-07-27,http://en.wikipedia.org/wiki/Max_Jean
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
lovely,Pete,Lovely,American,1926-04-11,http://en.wikipedia.org/wiki/Pete_Lovely
marko,Helmut,Marko,Austrian,1943-04-27,http://en.wikipedia.org/wiki/Helmut_Marko
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
barber,Skip,Barber,American,1936-11-16,http://en.wikipedia.org/wiki/Skip_Barber
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
beuttler,Mike,Beuttler,British,1940-04-13,http://en.wikipedia.org/wiki/Mike_Beuttler
brack,Bill,Brack,Canadian,1935-12-26,http://en.wikipedia.org/wiki/Bill_Brack
cevert,François,Cevert,French,1944-02-25,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
adamich,Andrea,de Adamich,Italian,1941-10-03,http://en.wikipedia.org/wiki/Andrea_de_Adamich
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
wilson_fittipaldi,Wilson,Fittipaldi,Brazilian,1943-12-25,http://en.wikipedia.org/wiki/Wilson_Fittipaldi
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
galli,Nanni,Galli,Italian,1940-10-02,http://en.wikipedia.org/wiki/Nanni_Galli
ganley,Howden,Ganley,New Zealander,1941-12-24,http://en.wikipedia.org/wiki/Howden_Ganley
gethin,Peter,Gethin,British,1940-02-21,http://en.wikipedia.org/wiki/Peter_Gethin
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
marko,Helmut,Marko,Austrian,1943-04-27,http://en.wikipedia.org/wiki/Helmut_Marko
merzario,Arturo,Merzario,Italian,1943-03-11,http://en.wikipedia.org/wiki/Arturo_Merzario
migault,François,Migault,French,1944-12-04,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Migault
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
pace,Carlos,Pace,Brazilian,1944-10-06,http://en.wikipedia.org/wiki/Carlos_Pace
pescarolo,Henri,Pescarolo,French,1942-09-25,http://en.wikipedia.org/wiki/Henri_Pescarolo
peterson,Ronnie,Peterson,Swedish,1944-02-14,http://en.wikipedia.org/wiki/Ronnie_Peterson
posey,Sam,Posey,American,1944-05-26,http://en.wikipedia.org/wiki/Sam_Posey
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
beuttler,Mike,Beuttler,British,1940-04-13,http://en.wikipedia.org/wiki/Mike_Beuttler
bueno,Luiz,Bueno,Brazilian,1937-01-16,http://en.wikipedia.org/wiki/Luiz_Bueno
cevert,François,Cevert,French,1944-02-25,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
adamich,Andrea,de Adamich,Italian,1941-10-03,http://en.wikipedia.org/wiki/Andrea_de_Adamich
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
wilson_fittipaldi,Wilson,Fittipaldi,Brazilian,1943-12-25,http://en.wikipedia.org/wiki/Wilson_Fittipaldi
follmer,George,Follmer,American,1934-01-27,http://en.wikipedia.org/wiki/George_Follmer
galli,Nanni,Galli,Italian,1940-10-02,http://en.wikipedia.org/wiki/Nanni_Galli
ganley,Howden,Ganley,New Zealander,1941-12-24,http://en.wikipedia.org/wiki/Howden_Ganley
gethin,Peter,Gethin,British,1940-02-21,http://en.wikipedia.org/wiki/Peter_Gethin
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
keizan,Eddie,Keizan,South African,1944-09-12,http://en.wikipedia.org/wiki/Eddie_Keizan
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
mcrae,Graham,McRae,New Zealander,1940-03-05,http://en.wikipedia.org/wiki/Graham_McRae
merzario,Arturo,Merzario,Italian,1943-03-11,http://en.wikipedia.org/wiki/Arturo_Merzario
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
pace,Carlos,Pace,Brazilian,1944-10-06,http://en.wikipedia.org/wiki/Carlos_Pace
pescarolo,Henri,Pescarolo,French,1942-09-25,http://en.wikipedia.org/wiki/Henri_Pescarolo
peterson,Ronnie,Peterson,Swedish,1944-02-14,http://en.wikipedia.org/wiki/Ronnie_Peterson
pretorius,Jackie,Pretorius,South African,1934-11-22,http://en.wikipedia.org/wiki/Jackie_Pretorius
purley,David,Purley,British,1945-01-26,http://en.wikipedia.org/wiki/David_Purley
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
ashley,Ian,Ashley,British,1947-10-26,http://en.wikipedia.org/wiki/Ian_Ashley
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
belso,Tom,Belsø,Danish,1942-08-27,http://en.wikipedia.org/wiki/Tom_Bels%C3%B8
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
dolhem,José,Dolhem,French,1944-04-26,http://en.wikipedia.org/wiki/Jos%C3%A9_Dolhem
donohue,Mark,Donohue,American,1937-03-18,http://en.wikipedia.org/wiki/Mark_Donohue
driver,Paddy,Driver,South African,1934-05-13,http://en.wikipedia.org/wiki/Paddy_Driver
edwards,Guy,Edwards,British,1942-12-30,http://en.wikipedia.org/wiki/Guy_Edwards
facetti,Carlo,Facetti,Italian,1935-06-26,http://en.wikipedia.org/wiki/Carlo_Facetti
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
ganley,Howden,Ganley,New Zealander,1941-12-24,http://en.wikipedia.org/wiki/Howden_Ganley
gethin,Peter,Gethin,British,1940-02-21,http://en.wikipedia.org/wiki/Peter_Gethin
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hobbs,David,Hobbs,British,1939-06-09,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver)
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
keizan,Eddie,Keizan,South African,1944-09-12,http://en.wikipedia.org/wiki/Eddie_Keizan
kinnunen,Leo,Kinnunen,Finnish,1943-08-05,http://en.wikipedia.org/wiki/Leo_Kinnunen
koinigg,Helmuth,Koinigg,Austrian,1948-11-03,http://en.wikipedia.org/wiki/Helmuth_Koinigg
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
larrousse,Gérard,Larrousse,French,1940-05-23,http://en.wikipedia.org/wiki/G%C3%A9rard_Larrousse
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
ashley,Ian,Ashley,British,1947-10-26,http://en.wikipedia.org/wiki/Ian_Ashley
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
brise,Tony,Brise,British,1952-03-28,http://en.wikipedia.org/wiki/Tony_Brise
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
crawford,Jim,Crawford,British,1948-02-13,http://en.wikipedia.org/wiki/Jim_Crawford_(driver)
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
donohue,Mark,Donohue,American,1937-03-18,http://en.wikipedia.org/wiki/Mark_Donohue
ertl,Harald,Ertl,Austrian,1948-08-31,http://en.wikipedia.org/wiki/Harald_Ertl
evans,Bob,Evans,British,1947-06-11,http://en.wikipedia.org/wiki/Bob_Evans_(race_driver)
wilson_fittipaldi,Wilson,Fittipaldi,Brazilian,1943-12-25,http://en.wikipedia.org/wiki/Wilson_Fittipaldi
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
fushida,Hiroshi,Fushida,Japanese,1946-03-10,http://en.wikipedia.org/wiki/Hiroshi_Fushida
henton,Brian,Henton,British,1946-09-19,http://en.wikipedia.org/wiki/Brian_Henton
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jabouille,Jean-Pierre,Jabouille,French,1942-10-01,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
keizan,Eddie,Keizan,South African,1944-09-12,http://en.wikipedia.org/wiki/Eddie_Keizan
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
leclere,Michel,Leclère,French,1946-03-18,http://en.wikipedia.org/wiki/Michel_Lecl%C3%A8re
lombardi,Lella,Lombardi,Italian,1941-03-26,http://en.wikipedia.org/wiki/Lella_Lombardi
lunger,Brett,Lunger,American,1945-11-14,http://en.wikipedia.org/wiki/Brett_Lunger
magee,Damien,Magee,British,1945-11-17,http://en.wikipedia.org/wiki/Damien_Magee
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
merzario,Arturo,Merzario,Italian,1943-03-11,http://en.wikipedia.org/wiki/Arturo_Merzario
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
andersson,Conny,Andersson,Swedish,1939-12-28,http://en.wikipedia.org/wiki/Conny_Andersson_(racing_driver)
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
ashley,Ian,Ashley,British,1947-10-26,http://en.wikipedia.org/wiki/Ian_Ashley
binder,Hans,Binder,Austrian,1948-06-12,http://en.wikipedia.org/wiki/Hans_Binder
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
brown,Warwick,Brown,Australian,1949-12-24,http://en.wikipedia.org/wiki/Warwick_Brown
villota,Emilio,de Villota,Spanish,1946-07-26,http://en.wikipedia.org/wiki/Emilio_de_Villota
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
edwards,Guy,Edwards,British,1942-12-30,http://en.wikipedia.org/wiki/Guy_Edwards
ertl,Harald,Ertl,Austrian,1948-08-31,http://en.wikipedia.org/wiki/Harald_Ertl
evans,Bob,Evans,British,1947-06-11,http://en.wikipedia.org/wiki/Bob_Evans_(race_driver)
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
galica,Divina,Galica,British,1944-08-13,http://en.wikipedia.org/wiki/Divina_Galica
hasemi,Masahiro,Hasemi,Japanese,1945-11-13,http://en.wikipedia.org/wiki/Masahiro_Hasemi
hoffmann,Ingo,Hoffmann,Brazilian,1953-02-28,http://en.wikipedia.org/wiki/Ingo_Hoffmann
hoshino,Kazuyoshi,Hoshino,Japanese,1947-07-01,http://en.wikipedia.org/wiki/Kazuyoshi_Hoshino
hunt,James,Hunt,British,1947-08-29,http://en.wikipedia.org/wiki/James_Hunt
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
jarier,Jean-Pierre,Jarier,French,1946-07-10,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
jones,Alan,Jones,Australian,1946-11-02,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
kessel,Loris,Kessel,Swiss,1950-04-01,http://en.wikipedia.org/wiki/Loris_Kessel
laffite,Jacques,Laffite,French,1943-11-21,http://en.wikipedia.org/wiki/Jacques_Laffite
lauda,Niki,Lauda,Austrian,1949-02-22,http://en.wikipedia.org/wiki/Niki_Lauda
leclere,Michel,Leclère,French,1946-03-18,http://en.wikipedia.org/wiki/Michel_Lecl%C3%A8re
lombardi,Lella,Lombardi,Italian,1941-03-26,http://en.wikipedia.org/wiki/Lella_Lombardi
lunger,Brett,Lunger,American,1945-11-14,http://en.wikipedia.org/wiki/Brett_Lunger
hayje,Boy,Lunger,Dutch,1949-05-03,http://en.wikipedia.org/wiki/Boy_Hayje
magee,Damien,Magee,British,1945-11-17,http://en.wikipedia.org/wiki/Damien_Magee
mass,Jochen,Mass,German,1946-09-30,http://en.wikipedia.org/wiki/Jochen_Mass
andersson,Conny,Andersson,Swedish,1939-12-28,http://en.wikipedia.org/wiki/Conny_Andersson_(racing_driver)
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
ashley,Ian,Ashley,British,1947-10-26,http://en.wikipedia.org/wiki/Ian_Ashley
binder,Hans,Binder,Austrian,1948-06-12,http://en.wikipedia.org/wiki/Hans_Binder
bleekemolen,Michael,Bleekemolen,Dutch,1949-10-02,http://en.wikipedia.org/wiki/Michael_Bleekemolen
brambilla,Vittorio,Brambilla,Italian,1937-11-11,http://en.wikipedia.org/wiki/Vittorio_Brambilla
dryver,Bernard,de Dryver,Belgian,1952-09-19,http://en.wikipedia.org/wiki/Bernard_de_Dryver
villota,Emilio,de Villota,Spanish,1946-07-26,http://en.wikipedia.org/wiki/Emilio_de_Villota
depailler,Patrick,Depailler,French,1944-08-09,http://en.wikipedia.org/wiki/Patrick_Depailler
edwards,Guy,Edwards,British,1942-12-30,http://en.wikipedia.org/wiki/Guy_Edwards
ertl,Harald,Ertl,Austrian,1948-08-31,http://en.wikipedia.org/wiki/Harald_Ertl
emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,1946-12-12,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
francia,Giorgio,Francia,Italian,1947-11-08,http://en.wikipedia.org/wiki/Giorgio_Francia
giacomelli,Bruno,Giacomelli,Italian,1952-09-10,http://en.wikipedia.org/wiki/Bruno_Giacomelli
